title,console,total_sale,na_sale,pal_sale,japan_sale,other_sale
Dead Space 2    ,PS3,1.43,0.73,0.49,N/A,0.21
Kinect Joy Ride    ,X360,1.43,0.92,0.39,0.00,0.12
Disney's DuckTales    ,GB,1.43,0.82,0.23,0.35,0.03
Classic NES Series: Super Mario Bros.    ,GBA,1.43,N/A,N/A,1.39,0.03
Triple Play 2000    ,PS,1.43,0.79,0.54,N/A,0.09
South Park: The Fractured But Whole    ,PS4,1.43,0.62,0.57,N/A,0.24
Hasbro Family Game Night    ,Wii,1.43,0.96,0.34,N/A,0.13
Cabela's Big Game Hunter    ,PS2,1.42,0.70,0.54,N/A,0.18
NBA Live 06 (Weekly american sales)    ,PS2,1.42,1.35,0.05,N/A,0.02
Middle-Earth: Shadow of Mordor    ,XOne,1.42,0.77,0.52,0.01,0.12
The Legend of Zelda: The Minish Cap    ,GBA,1.42,0.89,0.22,0.22,0.10
NFL Street    ,PS2,1.42,1.15,0.08,N/A,0.19
R.B.I. Baseball 2    ,NES,1.42,0.12,N/A,1.30,N/A
Super Metroid    ,SNES,1.42,0.57,0.12,0.71,0.02
LEGO Batman 2: DC Super Heroes    ,Wii,1.42,0.90,0.40,N/A,0.12
Tiger Woods PGA Tour 09 All-Play    ,Wii,1.42,0.80,0.48,N/A,0.14
Medal of Honor: Warfighter    ,PS3,1.42,0.49,0.64,0.06,0.23
UFC Undisputed 2010    ,PS3,1.42,0.80,0.40,0.02,0.19
Rayman Raving Rabbids    ,Wii,1.42,1.22,0.07,0.02,0.11
Resident Evil    ,GC,1.42,0.63,0.38,0.35,0.05
Dragon Quest Monsters: Joker 2    ,DS,1.42,0.09,0.07,1.24,0.02
Injustice: Gods Among Us    ,X360,1.42,0.97,0.31,N/A,0.14
Bravely Default: Flying Fairy    ,3DS,1.41,0.50,0.34,0.49,0.08
Yu-Gi-Oh! The Duelists of the Roses    ,PS2,1.41,1.07,0.35,N/A,N/A
LEGO Star Wars: The Video Game    ,GC,1.41,1.09,0.28,N/A,0.04
Captain Toad: Treasure Tracker    ,WiiU,1.41,0.64,0.46,0.20,0.11
Hello Kitty Party    ,DS,1.41,0.78,0.51,N/A,0.13
LEGO Star Wars II: The Original Trilogy    ,PSP,1.41,0.58,0.51,N/A,0.32
The Lion King    ,GEN,1.41,0.97,0.37,0.03,0.05
LEGO Indiana Jones 2: The Adventure Continues    ,Wii,1.41,0.90,0.38,N/A,0.13
Ridge Racer    ,PSP,1.41,0.36,0.45,0.32,0.27
Knockout Kings 2000    ,PS,1.41,1.02,0.34,N/A,0.05
Gran Turismo 4 Prologue    ,PS2,1.41,N/A,0.47,0.77,0.17
Pokémon Super Mystery Dungeon    ,3DS,1.41,0.51,0.46,0.35,0.09
Twisted Metal: Black    ,PS2,1.41,1.19,0.17,N/A,0.05
NASCAR 2005: Chase for the Cup    ,PS2,1.41,0.69,0.54,N/A,0.18
Fight Night Round 4    ,X360,1.40,0.95,0.33,N/A,0.13
Xenoblade Chronicles 2    ,NS,1.40,0.55,0.52,0.24,0.10
Inazuma Eleven 2: Blizzard / Firestorm    ,DS,1.40,N/A,0.20,1.18,0.02
Spider-Man: The Movie    ,XB,1.40,1.07,0.28,N/A,0.05
Dead Space    ,X360,1.40,0.89,0.39,N/A,0.13
Need for Speed: Undercover    ,PS2,1.40,0.38,0.08,0.03,0.93
2Xtreme    ,PS,1.40,1.15,0.20,N/A,0.05
Anno 2070    ,PC,1.40,N/A,1.14,N/A,0.26
Sonic Advance 3    ,GBA,1.40,0.74,0.52,0.08,0.06
Final Fantasy III    ,NES,1.40,N/A,N/A,1.39,0.01
Fallout 4    ,PC,1.40,0.57,0.72,N/A,0.11
Colin McRae Rally 3    ,PS2,1.40,0.03,1.05,0.02,0.30
Madden NFL 2002    ,PS,1.39,0.78,0.53,N/A,0.09
The Sims 4    ,PS4,1.39,0.44,0.72,0.01,0.22
Street Fighter V    ,PS4,1.39,0.64,0.42,0.12,0.22
Toy Story 3: The Video Game    ,Wii,1.39,0.63,0.62,N/A,0.14
Sonic Generations    ,X360,1.39,0.71,0.54,0.00,0.13
NBA Jam    ,SNES,1.39,1.19,0.16,N/A,0.03
Teenage Mutant Ninja Turtles III: The Manhattan Project    ,NES,1.39,1.05,0.17,0.15,0.02
Battlefield 4    ,PC,1.39,0.44,0.85,N/A,0.10
Dynasty Warriors 5    ,PS2,1.39,0.24,0.18,0.91,0.06
Assassin's Creed Odyssey    ,XOne,1.39,0.91,0.35,N/A,0.13
Hannah Montana: Spotlight World Tour    ,Wii,1.39,0.87,0.38,N/A,0.13
Bakugan: Battle Brawlers    ,DS,1.38,1.26,0.02,N/A,0.10
Far Cry 2    ,PS3,1.38,0.43,0.69,0.01,0.26
True Crime: Streets of LA    ,XB,1.38,0.96,0.37,N/A,0.05
Deus Ex: Human Revolution    ,X360,1.38,0.77,0.47,0.02,0.12
The Sims 2    ,PSP,1.38,0.49,0.56,N/A,0.33
Paper Mario    ,N64,1.38,0.58,0.18,0.59,0.02
Rocket League    ,XOne,1.38,0.52,0.75,N/A,0.11
Deus Ex: Human Revolution    ,PS3,1.38,0.50,0.60,0.07,0.22
Duke Nukem: Time to Kill    ,PS,1.38,0.77,0.54,N/A,0.07
The Elder Scrolls Online: Tamriel Unlimited    ,XOne,1.38,0.86,0.39,N/A,0.13
Titanfall    ,X360,1.38,0.88,0.35,0.02,0.13
SimCity (2013)    ,PC,1.38,0.48,0.79,N/A,0.11
Dave Mirra Freestyle BMX 2    ,PS2,1.38,0.67,0.53,N/A,0.18
LittleBigPlanet PS Vita    ,PSV,1.38,0.36,0.69,0.02,0.31
Titanfall 2    ,XOne,1.37,0.88,0.37,N/A,0.13
LEGO Indiana Jones: The Original Adventures    ,PS2,1.37,0.60,0.01,N/A,0.76
Call of Duty: Black Ops    ,Wii,1.37,0.80,0.46,N/A,0.12
Final Fantasy XII: Revenant Wings    ,DS,1.37,0.33,0.41,0.54,0.10
Crysis 2    ,X360,1.37,0.73,0.50,0.02,0.13
A Collection of Activision Classic Games for the Atari 2600    ,PS,1.37,0.76,0.52,N/A,0.09
Dead Rising 2    ,PS3,1.37,0.43,0.57,0.15,0.22
Pokken Tournament    ,WiiU,1.37,0.68,0.40,0.18,0.11
Star Wars Knights of the Old Republic II: The Sith Lords    ,XB,1.37,0.99,0.33,N/A,0.05
NBA 2K15    ,PS3,1.37,0.89,0.22,0.02,0.24
Pocket Monsters Stadium    ,N64,1.37,N/A,N/A,1.37,N/A
Ridge Racer 7    ,PS3,1.37,0.24,0.70,0.16,0.26
Need for Speed: The Run    ,X360,1.37,0.63,0.57,0.00,0.16
LEGO Harry Potter: Years 1-4    ,PS3,1.37,0.55,0.61,N/A,0.21
GoldenEye 007    ,Wii,1.36,0.76,0.60,0.00,N/A
Tom Clancy's Ghost Recon 2    ,XB,1.36,0.86,0.45,N/A,0.06
Crash Bandicoot 2: N-Tranced    ,GBA,1.36,0.63,0.66,N/A,0.07
Wolfenstein II: The New Colossus    ,PS4,1.36,0.55,0.58,0.01,0.22
SingStar Abba    ,PS2,1.36,0.23,0.04,N/A,1.09
Dragon Quest III: Soshite Densetsu e...    ,SNES,1.36,N/A,N/A,1.36,0.00
Gradius    ,NES,1.36,0.27,0.08,1.00,0.01
Centipede    ,2600,1.36,1.26,0.08,N/A,0.01
Gardening Mama    ,DS,1.36,0.79,0.42,0.01,0.13
Dead to Rights    ,PS2,1.36,0.67,0.52,N/A,0.17
Skylanders SWAP Force    ,X360,1.36,0.88,0.35,N/A,0.13
Marvel vs. Capcom 3: Fate of Two Worlds    ,PS3,1.36,0.81,0.28,0.11,0.15
FIFA 17    ,PS3,1.36,0.14,0.98,0.04,0.20
Metroid: Other M    ,Wii,1.36,0.85,0.28,0.13,0.10
Hasbro Family Game Night 2    ,Wii,1.36,0.70,0.52,N/A,0.13
MotorStorm: Pacific Rift    ,PS3,1.36,0.43,0.66,0.02,0.25
WWE '13    ,PS3,1.35,0.51,0.62,N/A,0.22
Dance Dance Revolution (Japan)    ,PS,1.35,N/A,N/A,1.26,0.09
Madden NFL 98    ,PS,1.35,1.29,0.03,N/A,0.03
Burnout Paradise    ,X360,1.35,0.63,0.57,0.01,0.14
Disney Princess: Enchanted Journey    ,Wii,1.35,1.22,0.03,N/A,0.10
FIFA Soccer 08    ,PSP,1.35,0.20,0.76,N/A,0.39
Samurai Warriors    ,PS2,1.35,0.22,0.05,1.06,0.02
The Simpsons: Hit & Run    ,XB,1.35,0.70,0.58,N/A,0.07
FIFA Soccer 09    ,PSP,1.35,0.23,0.73,0.02,0.37
SaGa Frontier    ,PS,1.35,0.15,0.04,1.07,0.09
Watch Dogs 2    ,XOne,1.35,0.71,0.53,N/A,0.12
SingStar Party    ,PS2,1.35,N/A,1.04,N/A,0.31
FIFA Soccer 08    ,X360,1.35,0.31,0.89,0.01,0.14
Monster Hunter Freedom    ,PSP,1.34,0.24,0.04,1.03,0.04
Test Drive    ,PS2,1.34,0.95,0.21,0.01,0.18
Tom Clancy's Rainbow Six: Vegas 2    ,PS3,1.34,0.66,0.45,0.04,0.20
Chrono Trigger    ,DS,1.34,0.61,0.17,0.49,0.08
Devil May Cry 4    ,X360,1.34,0.79,0.34,0.08,0.13
Super Street Fighter IV    ,PS3,1.34,0.68,0.33,0.18,0.15
F1 2010    ,PS3,1.34,0.25,0.75,0.08,0.26
Mortal Kombat 3    ,GEN,1.34,1.03,0.27,N/A,0.04
Doom 3    ,XB,1.34,0.85,0.43,N/A,0.06
The ICO & Shadow of the Colossus Collection    ,PS3,1.34,0.67,0.36,0.13,0.18
Donkey Kong Jungle Beat    ,GC,1.34,0.84,0.22,0.24,0.04
Need for Speed Carbon    ,PS2,1.34,1.22,0.05,0.05,0.01
Battlefield: Bad Company    ,PS3,1.34,0.76,0.36,0.05,0.17
Command & Conquer: Red Alert 2    ,PC,1.34,1.32,0.02,N/A,N/A
Lost Planet: Extreme Condition    ,X360,1.34,1.09,0.04,0.10,0.10
The Legend of Zelda: Breath of the Wild    ,WiiU,1.34,0.66,0.42,0.15,0.11
Max Payne 2: The Fall of Max Payne    ,PS2,1.34,0.65,0.51,N/A,0.17
MVP Baseball 2004    ,PS2,1.34,1.10,0.06,N/A,0.18
Grand Theft Auto V    ,PC,1.33,0.48,0.76,N/A,0.10
Ratchet & Clank: Up Your Arsenal (Weekly american sales)    ,PS2,1.33,1.27,0.05,N/A,0.02
WWE 2K18    ,PS4,1.33,0.45,0.67,N/A,0.22
Crysis 2    ,PS3,1.33,0.48,0.57,0.06,0.22
Saints Row IV    ,PS3,1.33,0.58,0.45,0.09,0.21
Alan Wake    ,X360,1.33,0.66,0.50,0.05,0.12
Spider-Man: The Movie    ,GBA,1.33,0.92,0.35,0.01,0.05
The Sims: Bustin' Out    ,GBA,1.33,0.93,0.35,N/A,0.06
Tony Hawk's Pro Skater    ,GB,1.33,0.90,0.38,0.01,0.05
WWF War Zone    ,N64,1.33,1.08,0.24,N/A,0.02
Triple Play 2001    ,PS,1.33,0.74,0.50,N/A,0.09
Metroid Prime 2: Echoes    ,GC,1.33,0.87,0.35,0.07,0.04
Corvette    ,PS2,1.33,0.65,0.51,N/A,0.17
Grand Theft Auto: Chinatown Wars    ,DS,1.33,0.58,0.56,0.05,0.14
WWE SmackDown vs Raw 2008    ,PS3,1.33,0.62,0.50,0.01,0.20
Skylanders Giants    ,X360,1.32,0.76,0.44,N/A,0.12
UFC Undisputed 2010    ,X360,1.32,0.90,0.31,0.00,0.11
Your Shape: Fitness Evolved    ,X360,1.32,0.79,0.41,0.00,0.12
Kirby: Planet Robobot    ,3DS,1.32,0.41,0.22,0.64,0.06
Fallout 76    ,PS4,1.32,0.52,0.49,0.10,0.20
Need for Speed Underground Rivals    ,PSP,1.32,0.69,0.38,0.02,0.24
Gyromite    ,NES,1.32,0.73,0.16,0.40,0.03
TOCA 2 Touring Car Championship    ,PS,1.32,0.03,1.16,0.02,0.11
Petz Wild Animals: Dolphinz    ,DS,1.32,0.71,0.48,N/A,0.13
MAG: Massive Action Game    ,PS3,1.32,0.77,0.30,0.09,0.16
NFL 2K3    ,PS2,1.32,1.06,0.08,N/A,0.18
Fighting Force    ,PS,1.32,0.73,0.50,N/A,0.09
Mega Man Battle Network 4: Red Sun / Blue Moon    ,GBA,1.32,0.31,0.04,0.96,0.01
World of Warcraft: Wrath of the Lich King    ,PC,1.32,0.01,0.13,N/A,1.18
Madden NFL 97    ,PS,1.32,0.73,0.50,N/A,0.09
Rage    ,PS3,1.32,0.47,0.59,0.06,0.20
The LEGO Movie Videogame    ,X360,1.32,0.69,0.51,N/A,0.11
TNN Motor Sports Hardcore 4x4    ,PS,1.31,0.73,0.50,N/A,0.09
FIFA 14    ,XOne,1.31,0.44,0.78,N/A,0.10
IHRA Drag Racing 2    ,PS2,1.31,0.64,0.50,N/A,0.17
Namco Museum DS    ,DS,1.31,1.14,0.01,0.06,0.10
Lego Star Wars: The Force Awakens    ,PS4,1.31,0.30,0.78,0.02,0.20
Madagascar    ,PS2,1.31,0.78,0.45,N/A,0.07
Pokémon Mystery Dungeon: Gates to Infinity    ,3DS,1.31,0.44,0.32,0.47,0.07
Rugrats Studio Tour    ,PS,1.31,0.57,0.67,N/A,0.07
LEGO Batman: The Videogame    ,PS3,1.31,0.72,0.39,N/A,0.19
Pitfall II: Lost Caverns    ,2600,1.31,1.22,0.07,N/A,0.02
[Prototype]    ,X360,1.31,0.84,0.35,N/A,0.12
Turok: Evolution    ,PS2,1.31,0.64,0.50,N/A,0.17
The Beatles: Rock Band    ,X360,1.31,0.97,0.23,N/A,0.11
EA Sports UFC 2    ,PS4,1.31,0.44,0.65,N/A,0.21
Burnout 3: Takedown    ,XB,1.31,0.84,0.43,N/A,0.04
Adventure    ,2600,1.30,1.21,0.08,N/A,0.01
Yu-Gi-Oh! The Sacred Cards    ,GBA,1.30,0.94,0.35,N/A,0.02
NBA Live 07    ,PS2,1.30,1.07,0.04,0.02,0.17
Final Fantasy X / X-2 HD Remaster    ,PS3,1.30,0.43,0.39,0.32,0.16
Tekken 6    ,X360,1.30,0.71,0.41,0.05,0.13
SingStar '80s    ,PS2,1.30,0.27,0.02,N/A,1.02
Pokémon Ranger: Guardian Signs    ,DS,1.30,0.50,0.17,0.58,0.05
LEGO Batman: The Videogame    ,PSP,1.30,0.57,0.46,N/A,0.27
Romancing SaGa 3    ,SNES,1.30,N/A,N/A,1.29,0.01
Test Drive 5    ,PS,1.30,1.05,0.20,N/A,0.05
Assassin's Creed: Rogue    ,PS3,1.30,0.46,0.57,0.07,0.20
Sonic Colors    ,DS,1.30,0.69,0.48,0.01,0.12
Digimon World    ,PS,1.30,0.56,0.38,0.28,0.08
High School Musical 3: Senior Year DANCE!    ,Wii,1.29,0.67,0.49,0.00,0.13
The Last Guardian    ,PS4,1.29,0.40,0.58,0.13,0.19
Deal or No Deal    ,Wii,1.29,1.20,N/A,N/A,0.09
Mega Man Battle Network 3 Blue / White Version    ,GBA,1.29,0.39,0.02,0.85,0.03
Mario & Luigi: Partners in Time    ,DS,1.29,0.74,0.05,0.43,0.07
Watch Dogs    ,X360,1.29,0.73,0.44,0.01,0.11
Resident Evil Zero    ,GC,1.29,0.54,0.27,0.45,0.04
Dark Souls II    ,PS3,1.29,0.38,0.35,0.41,0.15
Pirates of the Caribbean: The Curse of the Black Pearl    ,GBA,1.29,0.93,0.34,N/A,0.02
WWE 2K16    ,PS4,1.29,0.43,0.65,N/A,0.21
Transformers    ,PS2,1.29,0.63,0.49,N/A,0.16
EA Playground    ,Wii,1.29,0.68,0.47,N/A,0.13
LEGO Battles    ,DS,1.29,0.79,0.38,N/A,0.12
Gold's Gym: Cardio Workout    ,Wii,1.29,1.10,0.04,0.06,0.09
Midnight Club 3: DUB Edition (America weekly sales)    ,PS2,1.29,1.22,0.05,N/A,0.01
Borderlands: The Handsome Collection    ,PS4,1.28,0.69,0.34,0.03,0.22
Champions of Norrath    ,PS2,1.28,0.63,0.49,N/A,0.16
Project CARS    ,PS4,1.28,0.29,0.76,0.04,0.19
Kid Icarus: Uprising    ,3DS,1.28,0.48,0.36,0.37,0.07
Yakuman    ,GB,1.28,N/A,N/A,1.28,0.00
Imagine: Wedding Designer    ,DS,1.28,0.55,0.59,N/A,0.14
Need for Speed Carbon    ,Wii,1.28,0.45,0.66,0.02,0.15
Army Men 3D    ,PS,1.28,1.10,0.14,N/A,0.04
Injustice: Gods Among Us    ,PS3,1.28,0.50,0.56,0.01,0.21
Twisted Metal 4    ,PS,1.28,1.07,0.16,N/A,0.04
Manhunt    ,PS2,1.28,0.63,0.49,N/A,0.16
Silent Hill 2    ,PS2,1.28,0.62,0.49,N/A,0.16
Guitar Hero: Aerosmith    ,Wii,1.27,1.03,0.14,N/A,0.10
The Sims 2: Nightlife    ,PC,1.27,1.22,0.05,N/A,N/A
Castlevania: Symphony of the Night    ,PS,1.27,0.58,0.40,0.21,0.08
Valkyria Chronicles    ,PS3,1.27,0.71,0.19,0.24,0.12
LEGO Batman: The Videogame    ,PS2,1.27,0.72,0.03,N/A,0.52
Road Rash    ,PS,1.27,0.71,0.48,N/A,0.08
Atlantis    ,2600,1.27,1.18,0.08,N/A,0.01
NBA 2K9    ,X360,1.27,1.00,0.16,N/A,0.11
WWE '12    ,X360,1.27,0.74,0.40,0.00,0.12
Mystery Case Files: MillionHeir    ,DS,1.27,0.75,0.39,N/A,0.12
Tony Hawk's Underground    ,XB,1.27,0.85,0.37,N/A,0.05
Hogan's Alley    ,NES,1.27,0.68,0.16,0.41,0.02
WWE '13    ,X360,1.27,0.72,0.44,N/A,0.11
Jillian Michaels' Fitness Ultimatum 2009    ,Wii,1.27,0.96,0.20,N/A,0.11
Destiny: The Taken King    ,XOne,1.27,0.91,0.23,N/A,0.12
.hack//Infection Part 1    ,PS2,1.27,0.49,0.38,0.26,0.13
EA Sports Active 2    ,Wii,1.27,0.76,0.40,N/A,0.11
Need for Speed Rivals    ,PS3,1.27,0.33,0.69,0.05,0.19
Sonic Adventure DX: Director's Cut     ,GC,1.27,0.87,0.30,0.06,0.03
Jet Li: Rise to Honor    ,PS2,1.27,0.62,0.48,N/A,0.16
Battle Arena Toshinden    ,PS,1.27,0.39,0.26,0.53,0.08
Rockstar Games presents Table Tennis    ,Wii,1.26,0.39,0.73,N/A,0.15
Devil Dice    ,PS,1.26,0.05,0.03,1.10,0.08
LEGO Harry Potter: Years 5-7    ,Wii,1.26,0.70,0.44,N/A,0.12
Hyrule Warriors    ,WiiU,1.26,0.59,0.44,0.13,0.10
Brian Lara Cricket    ,PS,1.26,0.02,1.13,0.01,0.10
Championship Manager 03/04    ,PC,1.26,N/A,1.15,N/A,0.11
Tamagotchi Connection: Corner Shop    ,DS,1.26,0.10,0.02,1.12,0.01
Super Mario 64 DS    ,DS,1.26,0.01,0.00,1.25,N/A
Tomb Raider: Underworld    ,PS3,1.26,0.45,0.55,0.05,0.21
Wheel of Fortune    ,PS,1.26,0.99,0.22,N/A,0.04
Football Manager 2011    ,PC,1.26,N/A,1.01,N/A,0.24
SOCOM: U.S. Navy SEALs Confrontation    ,PS3,1.26,0.94,0.17,0.02,0.14
Far Cry 4    ,PS3,1.26,0.35,0.63,0.09,0.19
Kung Fu Panda    ,DS,1.26,0.56,0.56,N/A,0.14
Assassin's Creed: Bloodlines    ,PSP,1.26,0.43,0.50,0.05,0.28
Tales of Xillia    ,PS3,1.25,0.29,0.20,0.67,0.10
NBA Live 2001    ,PS,1.25,0.70,0.47,N/A,0.08
Persona 4 Golden    ,PSV,1.25,0.37,0.29,0.39,0.21
Star Wars: The Force Unleashed    ,PS2,1.25,0.49,0.00,0.01,0.75
Combat    ,2600,1.25,1.17,0.07,N/A,0.01
Kingdom Hearts HD II.5 ReMIX    ,PS3,1.25,0.52,0.36,0.19,0.18
Dragon Ball: Daimaou Fukkatsu    ,NES,1.25,N/A,N/A,1.25,0.00
Gegege no Kitarou 2: Youkai Gundan no Chousen    ,NES,1.25,N/A,N/A,1.25,0.00
Reel Fishing    ,PS,1.25,0.99,0.13,0.10,0.04
Need for Speed: Most Wanted    ,X360,1.25,1.00,0.13,0.02,0.10
Pokémon XD: Gale of Darkness    ,GC,1.25,0.71,0.19,0.31,0.03
Tom Clancy's Rainbow Six: Vegas    ,PS3,1.25,0.47,0.53,0.03,0.22
Black    ,PS2,1.25,1.01,0.04,0.03,0.16
RollerCoaster Tycoon 2    ,PC,1.25,1.19,0.06,N/A,N/A
FIFA Street (2012)    ,PS3,1.25,0.13,0.91,N/A,0.21
Ratatouille    ,DS,1.25,0.49,0.62,N/A,0.14
Winter Sports: The Ultimate Challenge    ,Wii,1.25,0.45,0.68,N/A,0.12
Lara Croft Tomb Raider: The Angel of Darkness    ,PS2,1.25,0.61,0.48,N/A,0.16
Cars 2    ,DS,1.25,0.68,0.41,0.04,0.12
Tom Clancy's Splinter Cell: Pandora Tomorrow    ,PS2,1.25,0.52,0.56,N/A,0.17
Road Rash 3D    ,PS,1.25,1.05,0.16,N/A,0.04
Ratchet: Deadlocked    ,PS2,1.24,0.85,0.03,0.22,0.14
LEGO City Undercover    ,WiiU,1.24,0.50,0.52,0.13,0.09
Baldur's Gate: Dark Alliance    ,PS2,1.24,0.61,0.48,N/A,0.16
Oddworld: Abe's Oddysee    ,PS,1.24,0.75,0.44,N/A,0.06
LEGO The Lord of the Rings    ,X360,1.24,0.64,0.50,N/A,0.10
Ridge Racer V    ,PS2,1.24,0.24,0.19,0.75,0.06
Battlefield: Hardline    ,XOne,1.24,0.73,0.39,0.01,0.11
WWE SmackDown vs. Raw 2009    ,PS2,1.24,0.69,0.00,N/A,0.55
Tetris 2    ,GB,1.24,0.56,0.22,0.43,0.03
[Prototype]    ,PS3,1.24,0.65,0.41,N/A,0.18
Star Wars Episode III: Revenge of the Sith    ,XB,1.24,0.82,0.38,N/A,0.04
Transformers: Autobots / Decepticons    ,DS,1.24,1.12,0.03,N/A,0.09
The Legend of Zelda: Twilight Princess HD    ,WiiU,1.24,0.67,0.37,0.10,0.10
Need for Speed Carbon    ,PS3,1.24,0.49,0.51,0.03,0.20
The Legend of Zelda: Tri Force Heroes    ,3DS,1.24,0.61,0.34,0.19,0.09
LEGO Batman 2: DC Super Heroes    ,PS3,1.23,0.50,0.54,N/A,0.19
Frogger: The Great Quest    ,PS2,1.23,0.60,0.47,N/A,0.16
Ninja Gaiden    ,XB,1.23,0.92,0.20,0.07,0.04
Crash Bandicoot: The Wrath of Cortex    ,XB,1.23,0.59,0.57,N/A,0.07
Driv3r    ,PS2,1.23,0.60,0.47,N/A,0.16
Guitar Hero: Aerosmith    ,X360,1.23,1.00,0.13,N/A,0.10
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game    ,PS,1.23,0.69,0.47,N/A,0.08
2010 FIFA World Cup South Africa    ,PS3,1.23,0.30,0.64,0.07,0.22
Kirby Tilt 'n' Tumble    ,GB,1.23,0.29,0.17,0.75,0.02
Spongebob Squarepants: Battle for Bikini Bottom    ,GBA,1.23,0.88,0.33,N/A,0.02
Vigilante 8    ,PS,1.23,0.68,0.47,N/A,0.08
Castlevania    ,NES,1.23,0.54,0.06,0.62,0.01
Donkey Kong Country 2    ,GBA,1.23,0.79,0.27,0.12,0.04
Ben 10: Protector of Earth    ,Wii,1.23,0.54,0.55,N/A,0.13
"WarioWare, Inc.: Mega MicroGame$    ",GBA,1.23,0.40,0.11,0.70,0.02
Pikmin 3    ,WiiU,1.23,0.47,0.38,0.29,0.08
Diddy Kong Racing DS    ,DS,1.22,1.09,0.04,N/A,0.09
Super Street Fighter IV: 3D Edition    ,3DS,1.22,0.55,0.45,0.14,0.09
Mario Power Tennis    ,GC,1.22,0.58,0.16,0.46,0.03
Star Wars Battlefront II    ,PSP,1.22,1.05,0.06,0.01,0.10
Intelligent Qube    ,PS,1.22,0.13,0.07,1.00,0.02
Game & Watch Gallery 2    ,GB,1.22,0.76,0.30,0.12,0.04
Game & Watch Gallery 3    ,GB,1.22,0.79,0.31,0.08,0.04
Pac-Man    ,NES,1.22,0.27,0.08,0.85,0.02
WWE 2K17    ,PS4,1.22,0.32,0.70,N/A,0.19
Parfait: Chocolat Second Style    ,PS2,1.22,0.59,0.46,0.01,0.15
NBA Live 99    ,PS,1.22,1.13,0.05,N/A,0.03
Chocobo no Fushigi Dungeon    ,PS,1.22,N/A,N/A,1.14,0.08
Golden Sun: The Lost Age    ,GBA,1.22,0.61,0.27,0.27,0.07
SimCity 2000    ,PS,1.22,0.68,0.46,N/A,0.08
Max Payne    ,XB,1.22,0.98,0.19,N/A,0.05
WCW Mayhem    ,PS,1.22,0.68,0.46,N/A,0.08
NBA 2K2    ,PS2,1.22,0.59,0.46,0.01,0.15
NASCAR Thunder 2003    ,PS2,1.22,0.60,0.46,N/A,0.16
Final Fantasy IV    ,DS,1.21,0.51,0.04,0.62,0.05
Cars    ,PS2,1.21,1.01,0.04,N/A,0.16
Fuzion Frenzy    ,XB,1.21,0.93,0.24,N/A,0.04
Call of Duty: Finest Hour    ,XB,1.21,0.78,0.40,N/A,0.04
Guitar Hero Live    ,PS4,1.21,0.52,0.49,N/A,0.20
Medal of Honor: Airborne    ,PS3,1.21,0.25,0.70,0.03,0.24
Naruto Shippuden: Ultimate Ninja Storm 2    ,PS3,1.21,0.42,0.47,0.15,0.17
Bayonetta    ,PS3,1.21,0.44,0.40,0.21,0.16
Just Dance 4    ,X360,1.21,0.90,0.19,N/A,0.12
Sly Cooper and the Thievius Raccoonus    ,PS2,1.21,1.03,0.14,N/A,0.04
Dino Crisis 2    ,PS,1.21,0.34,0.49,0.28,0.10
Dragon Quest IV: Michibikareshi Monotachi     ,PS,1.21,N/A,N/A,1.20,0.01
Star Wars Episode 1: Jedi Power Battles    ,PS,1.21,0.66,0.48,0.01,0.06
The Magical Quest starring Mickey Mouse (all region sales)    ,SNES,1.21,0.66,0.17,0.35,0.03
Need for Speed Underground    ,GC,1.21,0.69,0.48,0.01,0.03
FIFA 07 Soccer    ,PSP,1.21,0.25,0.64,N/A,0.32
Shrek / Shrek 2 2-in-1 Gameboy Advance Video    ,GBA,1.21,0.87,0.32,N/A,0.02
Boom Blox    ,Wii,1.21,0.71,0.38,0.00,0.12
Cars    ,PSP,1.21,0.72,0.28,N/A,0.20
FIFA Soccer 11    ,PSP,1.21,0.13,0.70,0.01,0.36
Test Drive 4    ,PS,1.21,0.67,0.46,N/A,0.08
The Sims 2: Castaway    ,Wii,1.21,0.44,0.63,N/A,0.14
World Soccer Winning Eleven 9 (JP & Others sales)    ,PSP,1.20,0.01,0.88,0.31,N/A
The Lord of the Rings: The Fellowship of the Ring    ,PS2,1.20,0.59,0.46,N/A,0.15
ATV Offroad Fury 3    ,PS2,1.20,1.00,0.04,N/A,0.16
F1 2011    ,PS3,1.20,0.12,0.75,0.11,0.23
Metal Gear Solid V: Ground Zeroes    ,PS4,1.20,0.36,0.50,0.17,0.17
Pikmin 2    ,GC,1.20,0.48,0.13,0.56,0.03
Minecraft: Story Mode    ,X360,1.20,0.67,0.42,N/A,0.11
Mad Max (2013)    ,PS4,1.20,0.38,0.59,0.05,0.19
Dragon Ball Z: La Legende Saien    ,SNES,1.20,N/A,N/A,1.20,0.00
Ganbare Goemon! Karakuri Douchuu    ,NES,1.20,N/A,N/A,1.20,N/A
NFL 2K    ,DC,1.20,1.12,0.05,N/A,0.02
SolarStriker    ,GB,1.20,0.40,0.39,0.36,0.04
TwinBee    ,NES,1.20,N/A,N/A,1.20,N/A
WWE 2K14    ,PS3,1.20,0.49,0.51,N/A,0.20
Enter the Matrix    ,XB,1.20,0.72,0.43,0.01,0.04
NHL 2002    ,PS2,1.20,0.59,0.46,N/A,0.15
